10,5,12,11,7,2,-1,-1,-1,-1,-1
5,12,10,7,9,2,-1,-1,-1,-1,-1
7,5,12,11,-1,-1,-1,-1,-1,-1,-1
10,12,11,7,9,2,5,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,12,11,7,2,-1,-1,-1,-1,-1
10,12,11,7,9,2,-1,-1,-1,-1,-1
12,11,9,2,4,0,5,7,-1,-1,-1
12,11,7,9,2,-1,-1,-1,-1,-1,-1
10,5,11,12,1,2,7,9,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
12,11,5,7,9,2,-1,-1,-1,-1,-1
10,5,11,7,9,2,-1,-1,-1,-1,-1
10,5,12,11,7,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,11,12,5,-1,-1,-1,-1,-1,-1,-1
5,6,12,11,7,9,2,3,-1,-1,-1
5,12,11,9,2,-1,-1,-1,-1,-1,-1
10,7,9,2,5,12,11,-1,-1,-1,-1
10,5,9,2,-1,-1,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,7,9,-1,-1,-1,-1,-1,-1,-1,-1
10,11,5,-1,-1,-1,-1,-1,-1,-1,-1
5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,12,11,7,9,2,-1,-1,-1,-1,-1
7,9,2,5,12,-1,-1,-1,-1,-1,-1
10,5,11,7,9,2,12,-1,-1,-1,-1
0,5,12,11,7,9,-1,-1,-1,-1,-1
10,11,7,9,2,5,-1,-1,-1,-1,-1
10,5,12,11,7,9,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,12,11,7,9,2,-1,-1,-1,-1,-1
5,12,11,7,9,2,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
5,12,11,7,9,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,7,2,10,12,11,-1,-1,-1,-1
9,5,11,2,-1,-1,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,5,11,2,-1,-1,-1,-1,-1,-1,-1
10,5,12,11,7,9,-1,-1,-1,-1,-1
10,8,10,5,11,12,7,9,2,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,12,11,7,9,2,-1,-1,-1,-1,-1
10,12,11,7,2,-1,-1,-1,-1,-1,-1
10,5,12,11,7,2,-1,-1,-1,-1,-1
10,5,12,11,2,-1,-1,-1,-1,-1,-1
10,5,11,7,9,2,-1,-1,-1,-1,-1
10,5,11,9,2,-1,-1,-1,-1,-1,-1
10,5,11,7,9,2,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
11,7,9,2,-1,-1,-1,-1,-1,-1,-1
10,5,12,11,7,2,-1,-1,-1,-1,-1
10,5,7,9,2,-1,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,11,7,9,2,-1,-1,-1,-1,-1,-1
10,5,12,11,7,9,2,-1,-1,-1,-1
10,2,5,-1,-1,-1,-1,-1,-1,-1,-1
5,12,11,7,9,2,-1,-1,-1,-1,-1
