2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,4,8,4,8,4,6,8,5,2,1,0,4,-1,-1
4,8,0,4,8,4,6,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,2,5,1,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,2,5,1,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,9,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,5,1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,6,2,5,1,8,3,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,3,9,7,8,3,9,7,2,5,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,9,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,2,8,4,8,2,5,1,0,4,8,4,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,8,4,8,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,2,5,1,8,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,7,9,3,9,7,6,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,2,5,1,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,0,3,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,6,2,5,1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,2,5,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,2,5,1,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,6,2,5,1,4,8,0,-1,-1,-1,-1,-1,-1,-1
6,4,0,3,9,7,8,3,9,7,6,4,6,8,0,4,2,5,1,8,-1,-1,-1,-1
6,4,0,3,9,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
