8,9,14,11,0,-1,-1,-1,-1,-1,-1
16,14,1,-1,-1,-1,-1,-1,-1,-1,-1
5,14,11,-1,-1,-1,-1,-1,-1,-1,-1
16,14,11,13,9,-1,-1,-1,-1,-1,-1
16,14,11,5,2,13,-1,-1,-1,-1,-1
16,17,14,11,-1,-1,-1,-1,-1,-1,-1
16,17,1,8,3,9,14,11,-1,-1,-1
17,1,6,10,7,14,16,-1,-1,-1,-1
16,17,1,8,-1,-1,-1,-1,-1,-1,-1
16,1,17,11,14,-1,-1,-1,-1,-1,-1
16,1,17,14,11,-1,-1,-1,-1,-1,-1
16,14,11,2,13,-1,-1,-1,-1,-1,-1
16,14,11,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1,17,5,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1,17,11,14,-1,-1,-1,-1,-1,-1
8,1,17,14,11,13,-1,-1,-1,-1,-1
16,17,1,13,-1,-1,-1,-1,-1,-1,-1
17,14,11,16,-1,-1,-1,-1,-1,-1,-1
16,1,17,15,8,-1,-1,-1,-1,-1,-1
16,17,1,14,11,13,-1,-1,-1,-1,-1
16,14,0,13,-1,-1,-1,-1,-1,-1,-1
17,1,5,-1,-1,-1,-1,-1,-1,-1,-1
1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,13,17,1,-1,-1,-1,-1,-1,-1,-1
17,1,17,9,11,5,14,-1,-1,-1,-1
16,13,8,16,14,11,5,-1,-1,-1,-1
16,1,11,13,9,-1,-1,-1,-1,-1,-1
16,1,17,9,14,11,5,2,-1,-1,-1
1,4,17,14,11,-1,-1,-1,-1,-1,-1
16,1,17,8,3,11,14,2,13,-1,-1
1,14,11,5,-1,-1,-1,-1,-1,-1,-1
17,1,14,11,2,13,-1,-1,-1,-1,-1
16,14,11,13,-1,-1,-1,-1,-1,-1,-1
16,14,11,2,-1,-1,-1,-1,-1,-1,-1
16,1,8,14,11,-1,-1,-1,-1,-1,-1
1,17,9,13,17,1,9,14,11,-1,-1
16,9,11,2,-1,-1,-1,-1,-1,-1,-1
14,11,12,-1,-1,-1,-1,-1,-1,-1,-1
16,1,17,11,9,-1,-1,-1,-1,-1,-1
17,1,9,14,11,-1,-1,-1,-1,-1,-1
1,17,11,14,5,2,13,16,-1,-1,-1
16,14,11,13,-1,-1,-1,-1,-1,-1,-1
16,17,1,11,13,-1,-1,-1,-1,-1,-1
1,17,11,14,5,-1,-1,-1,-1,-1,-1
17,1,9,14,11,-1,-1,-1,-1,-1,-1
1,17,14,13,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1,17,11,-1,-1,-1,-1,-1,-1,-1
16,1,17,11,-1,-1,-1,-1,-1,-1,-1
16,1,17,8,14,11,-1,-1,-1,-1,-1
16,17,1,8,11,-1,-1,-1,-1,-1,-1
14,11,13,-1,-1,-1,-1,-1,-1,-1,-1
5,2,13,17,1,-1,-1,-1,-1,-1,-1
16,1,17,14,11,-1,-1,-1,-1,-1,-1
16,17,1,11,13,-1,-1,-1,-1,-1,-1
16,14,11,17,1,13,-1,-1,-1,-1,-1
16,1,17,-1,-1,-1,-1,-1,-1,-1,-1
16,8,11,5,2,13,-1,-1,-1,-1,-1
