4,3,1,2,0,6,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,5,-1,-1
4,3,-1,-1,-1,-1,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
7,8,-1,-1,-1,-1,-1,-1,-1
3,4,1,2,0,6,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,5,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,-1,-1,-1,-1,-1,-1,-1
4,3,-1,-1,-1,-1,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,5,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
4,3,1,2,6,0,-1,-1,-1
