3,9,14,19,16,7,2,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,9,17,3,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,4,5,1,6,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,2,4,5,4,15,18,1,6,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,1,6,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,1,6,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,3,14,19,13,16,7,5,4,1,6,15,18,2,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,6,15,18,1,2,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,7,16,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,2,4,5,15,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,4,5,1,6,15,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,7,16,2,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,17,3,16,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,19,14,16,7,2,5,4,15,18,1,6,10,11,-1,-1,-1,-1,-1,-1,-1
16,7,5,4,1,18,6,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,2,5,4,15,18,1,8,6,16,7,-1,-1,-1,-1,-1,-1,-1
4,5,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,1,18,6,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,5,4,1,6,15,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,6,1,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,5,4,6,1,15,18,9,13,17,16,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,3,14,19,9,2,5,4,1,6,15,18,16,7,-1,-1,-1,-1,-1,-1,-1
19,3,17,14,13,1,6,15,18,15,18,6,1,16,7,2,4,5,1,-1,-1
2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,17,3,16,7,2,5,4,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,16,2,5,4,6,1,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,17,3,7,16,2,5,4,15,18,1,6,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,2,5,4,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,2,4,5,1,18,15,6,-1,-1,-1,-1,-1,-1,-1,-1
15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,13,4,5,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,17,19,14,16,7,2,5,4,18,15,1,6,18,1,15,6,-1,-1,-1,-1
19,14,13,17,3,9,6,1,6,15,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,17,14,3,19,16,7,2,4,5,18,15,1,6,-1,-1,-1,-1,-1
19,14,13,16,7,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,16,2,5,4,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,6,15,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,14,13,16,7,2,1,6,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,6,1,15,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,2,4,5,1,6,15,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,19,17,14,5,4,1,6,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,3,9,2,5,4,15,18,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,4,5,18,15,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,13,17,14,3,19,16,7,2,5,4,15,1,18,-1,-1,-1,-1,-1,-1,-1
19,14,13,17,3,9,16,7,2,18,1,6,15,-1,-1,-1,-1,-1,-1,-1,-1
17,19,3,14,2,4,5,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,16,7,2,4,5,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,2,4,5,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,16,2,5,4,1,0,12,8,15,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,14,3,19,13,15,18,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,7,2,5,4,18,1,15,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
