6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,5,1,-1,-1,-1,-1,-1,-1,-1,-1
13,3,6,1,-1,-1,-1,-1,-1,-1,-1
3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,6,1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,5,1,5,-1,-1,-1,-1,-1,-1
6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,6,1,-1,-1,-1,-1,-1,-1,-1,-1
3,5,1,5,1,-1,-1,-1,-1,-1,-1
6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,6,3,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,5,8,-1,-1,-1,-1,-1,-1,-1
3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,6,-1,-1,-1,-1,-1,-1,-1,-1
7,10,11,12,0,4,3,6,1,-1,-1
6,3,1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,5,1,-1,-1,-1,-1,-1,-1,-1,-1
3,5,1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,3,5,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,3,-1,-1,-1,-1,-1,-1,-1,-1
5,3,1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,6,5,9,8,10,7,2,-1,-1
2,3,5,1,-1,-1,-1,-1,-1,-1,-1
1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,5,1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,6,-1,-1,-1,-1,-1,-1,-1,-1
6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
