4,1,-1,-1,-1,-1,-1,-1
5,1,-1,-1,-1,-1,-1,-1
7,1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,4,1,4,1,-1,-1,-1
4,1,-1,-1,-1,-1,-1,-1
1,5,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
1,4,-1,-1,-1,-1,-1,-1
5,1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
5,1,-1,-1,-1,-1,-1,-1
6,0,3,2,5,1,-1,-1
5,1,-1,-1,-1,-1,-1,-1
5,4,1,-1,-1,-1,-1,-1
5,4,1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
5,4,-1,-1,-1,-1,-1,-1
1,5,-1,-1,-1,-1,-1,-1
5,4,1,-1,-1,-1,-1,-1
5,1,4,6,-1,-1,-1,-1
5,4,1,-1,-1,-1,-1,-1
5,1,4,-1,-1,-1,-1,-1
5,1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
