6,3,0,-1,-1,-1,-1,-1
6,0,3,6,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,7,0,1,2,6,-1,-1
4,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1
6,0,-1,-1,-1,-1,-1,-1
3,6,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
0,3,0,6,3,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1
5,0,3,6,-1,-1,-1,-1
0,6,3,-1,-1,-1,-1,-1
6,0,-1,-1,-1,-1,-1,-1
3,5,0,3,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
0,3,0,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
6,0,3,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,3,0,-1,-1,-1,-1,-1
6,0,-1,-1,-1,-1,-1,-1
6,3,-1,-1,-1,-1,-1,-1
