1,7,3,4,5,13,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,8,15,12,9,14,9,14,9,11,16,10,14,13,4,3,6,7,5,0,9,-1,-1,-1,-1
9,14,0,9,14,9,11,16,10,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,8,15,12,7,3,4,13,5,6,9,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,7,4,5,3,13,6,14,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,1,2,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,15,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,8,15,12,7,4,5,13,6,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,1,2,11,16,10,7,3,4,13,5,6,14,8,15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,0,8,15,12,14,1,2,8,15,12,1,2,7,3,4,13,5,6,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,15,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,1,8,15,12,7,4,5,3,14,9,14,7,4,5,3,13,6,0,9,14,9,-1,-1,-1,-1
11,16,10,9,0,8,15,12,8,15,12,14,9,14,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,8,15,12,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,1,2,8,15,12,7,3,4,13,5,6,14,9,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
