40,19,28,10,12,32,18,41,7,33,34,45,24,15,30,1,2,23,-1,-1,-1,-1,-1,-1,-1,-1
40,14,7,27,41,4,41,39,27,31,33,34,24,45,15,18,19,28,12,32,17,2,21,23,-1,-1
24,2,33,34,15,45,30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,28,19,18,5,15,30,1,29,2,21,23,24,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,12,32,18,40,7,27,33,34,45,24,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1
40,18,31,34,33,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,32,20,6,18,41,26,27,31,33,34,24,45,15,5,43,1,30,2,23,-1,-1,-1,-1,-1,-1
14,40,12,32,3,17,18,27,33,38,34,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,32,3,20,24,15,30,1,21,23,22,16,13,37,45,2,40,34,33,-1,-1,-1,-1,-1,-1
40,7,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,18,12,32,6,45,24,30,1,15,43,23,2,21,45,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,12,32,18,41,26,34,33,24,45,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,40,12,32,18,24,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,7,27,41,24,45,15,1,34,33,41,2,29,21,23,12,32,-1,-1,-1,-1,-1,-1,-1
18,27,7,41,34,33,24,45,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,28,19,32,12,18,34,33,24,45,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,32,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,28,19,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,15,30,1,15,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,12,32,27,33,34,24,45,15,1,30,2,21,23,25,0,8,42,-1,-1,-1,-1,-1,-1,-1
40,14,35,20,12,32,3,18,41,27,24,45,15,5,27,7,27,31,30,1,29,2,21,23,-1,-1
19,28,12,32,20,18,2,29,21,23,34,33,24,45,15,30,1,35,40,-1,-1,-1,-1,-1,-1,-1
40,12,32,18,34,33,24,45,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,12,32,18,33,34,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,18,26,34,33,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,32,12,18,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,17,27,7,41,15,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,12,32,18,30,1,40,24,45,34,33,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,18,24,15,21,14,40,45,24,23,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,33,34,38,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,2,21,23,19,28,10,12,32,41,26,7,33,34,38,24,45,15,-1,-1,-1,-1,-1,-1,-1,-1
18,32,3,17,28,19,12,32,33,34,24,45,30,1,2,21,23,15,43,-1,-1,-1,-1,-1,-1,-1
25,44,19,28,40,23,36,18,41,34,33,45,24,15,30,1,2,21,-1,-1,-1,-1,-1,-1,-1,-1
40,19,12,32,20,18,30,1,30,2,21,23,30,24,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,19,28,10,12,32,18,7,27,33,34,24,45,15,1,30,2,21,-1,-1,-1,-1,-1,-1,-1
12,32,20,3,18,33,34,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,41,33,34,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,19,28,10,12,32,20,41,34,33,45,24,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1
14,18,45,24,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,18,34,33,24,45,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,40,45,24,15,5,43,1,30,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,33,34,30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,34,33,38,24,45,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,12,32,3,20,18,24,45,30,2,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,10,19,28,20,3,12,32,27,41,26,30,1,21,27,23,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,34,33,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,24,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,32,18,24,45,15,1,30,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
