2,0,6,3,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
2,6,0,6,1,-1,-1,-1
0,6,1,3,2,-1,-1,-1
2,0,6,1,3,6,-1,-1
2,0,6,1,3,-1,-1,-1
2,0,6,3,-1,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
2,0,1,3,6,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
2,0,3,6,1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
2,6,1,3,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
0,-1,-1,-1,-1,-1,-1,-1
2,0,6,1,3,5,-1,-1
2,0,6,1,3,-1,-1,-1
6,1,3,2,0,-1,-1,-1
2,1,3,-1,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
2,0,6,1,3,-1,-1,-1
6,1,-1,-1,-1,-1,-1,-1
2,0,3,-1,-1,-1,-1,-1
2,0,1,3,2,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
6,1,3,2,0,4,-1,-1
2,7,6,1,0,-1,-1,-1
2,0,6,1,-1,-1,-1,-1
6,1,3,2,-1,-1,-1,-1
2,0,6,1,-1,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
0,4,6,1,3,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
2,0,6,1,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
2,6,3,2,3,2,-1,-1
1,3,-1,-1,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
2,3,1,-1,-1,-1,-1,-1
2,0,6,3,8,1,-1,-1
2,0,6,1,3,-1,-1,-1
2,0,6,1,3,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
0,6,3,2,-1,-1,-1,-1
2,0,3,-1,-1,-1,-1,-1
2,0,3,-1,-1,-1,-1,-1
2,6,1,3,-1,-1,-1,-1
1,2,3,-1,-1,-1,-1,-1
2,6,1,3,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
6,1,3,-1,-1,-1,-1,-1
2,0,6,3,-1,-1,-1,-1
2,0,6,1,-1,-1,-1,-1
0,6,1,3,-1,-1,-1,-1
6,1,3,-1,-1,-1,-1,-1
2,0,6,1,3,2,-1,-1
2,-1,-1,-1,-1,-1,-1,-1
2,0,6,1,3,-1,-1,-1
