5,7,6,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1
0,3,1,7,-1,-1,-1,-1
7,0,-1,-1,-1,-1,-1,-1
7,0,3,1,-1,-1,-1,-1
0,1,-1,-1,-1,-1,-1,-1
4,0,3,1,-1,-1,-1,-1
3,8,7,0,-1,-1,-1,-1
3,1,-1,-1,-1,-1,-1,-1
3,7,-1,-1,-1,-1,-1,-1
7,0,3,-1,-1,-1,-1,-1
6,0,3,1,-1,-1,-1,-1
7,0,3,-1,-1,-1,-1,-1
0,3,1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1
7,0,3,1,-1,-1,-1,-1
7,3,-1,-1,-1,-1,-1,-1
0,3,1,7,-1,-1,-1,-1
3,1,-1,-1,-1,-1,-1,-1
7,6,0,3,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1
6,7,-1,-1,-1,-1,-1,-1
7,1,-1,-1,-1,-1,-1,-1
7,6,0,3,1,-1,-1,-1
3,7,4,-1,-1,-1,-1,-1
3,1,-1,-1,-1,-1,-1,-1
5,7,0,3,1,-1,-1,-1
0,3,1,7,-1,-1,-1,-1
3,1,-1,-1,-1,-1,-1,-1
7,4,6,0,3,1,-1,-1
4,0,1,-1,-1,-1,-1,-1
7,0,3,1,-1,-1,-1,-1
7,6,0,3,1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
7,6,0,3,-1,-1,-1,-1
7,0,3,1,-1,-1,-1,-1
7,0,1,7,-1,-1,-1,-1
7,6,3,1,-1,-1,-1,-1
7,6,0,3,1,-1,-1,-1
6,3,1,-1,-1,-1,-1,-1
7,0,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1
7,6,0,3,1,-1,-1,-1
4,6,0,3,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1
6,0,-1,-1,-1,-1,-1,-1
7,6,1,-1,-1,-1,-1,-1
2,0,3,1,-1,-1,-1,-1
7,3,1,-1,-1,-1,-1,-1
7,6,0,3,1,-1,-1,-1
7,0,3,1,-1,-1,-1,-1
4,6,0,3,1,-1,-1,-1
7,6,0,-1,-1,-1,-1,-1
7,0,-1,-1,-1,-1,-1,-1
0,3,1,-1,-1,-1,-1,-1
0,3,-1,-1,-1,-1,-1,-1
7,0,3,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1
5,7,4,6,0,1,-1,-1
